-1.582836719621491502e+05	-2.231607825637610804e+05	-3.143637729178075097e+05	-4.424045610464575584e+05	-6.218822981486646459e+05	-8.730008336130179232e+05	-1.223602326111571398e+06	-1.711860742625763407e+06	-2.389796867374924943e+06	-3.327777846268881578e+06	-4.620132795583601110e+06	-6.391918193129098043e+06	-8.806676017781140283e+06	-1.207464211767644808e+07	-1.646027562044955976e+07	-2.228706958200995997e+07	-2.993628792674282193e+07	-3.983489277046548575e+07	-5.242631156633862108e+07	-6.811715144545032084e+07	-8.719415568977813423e+07	-1.097105120283869803e+08	-1.353503882161372304e+08	-1.632954080594078302e+08	-1.921337818133116364e+08	-2.198645435949320197e+08	-2.440456431797507107e+08	-2.621045919953935742e+08	-2.717768999386732578e+08	-2.715745742793523073e+08	-2.611480310443012118e+08	-2.414170935867361426e+08	-2.144167089149361551e+08	-1.829003487903679013e+08	-1.498228615032449365e+08	-1.178498401176696122e+08	-8.900819635354964435e+07	-6.452949810067544878e+07	-4.487496007831600308e+07	-2.988859899036609754e+07	-1.900951405732453614e+07	-1.148127033746084012e+07	-6.517538874022061005e+06	-3.408255444484991487e+06	-1.570678188384721056e+06	-5.602945651320052566e+05	-5.823860476547241706e+04	1.516076777518882300e+05	2.074938460331238748e+05	1.923109833180923306e+05	1.519482045777457824e+05	1.091473377365151537e+05	7.324971243444853462e+04	4.657605858780647395e+04	2.828101476447280584e+04	1.646865199899561776e+04	9.211587618051966274e+03	4.943239737367623093e+03	2.532566073745882932e+03	1.224937879889982696e+03	5.458901105039190043e+02	2.111740297788861369e+02	5.747430261190609713e+01	-5.481540248601062260e+00	-2.568920207685291501e+01	-2.758228735411103116e+01	-2.293340527160532361e+01	-1.697578943012444697e+01	-1.172653941058251981e+01	-7.727420382170162583e+00	-4.917749223603505193e+00	-3.046086231616633277e+00	-1.846242694168495735e+00	-1.099284360116876247e+00	-6.449218119936329652e-01	-3.736820068741042999e-01	-2.142471491846556220e-01	-1.217342296507198524e-01	-6.863480974773210341e-02	-3.843852009403736503e-02	-2.140234244950695378e-02	-1.185631190389722749e-02	-6.538874358520891869e-03	-3.592129434815931853e-03	-1.966499396790263431e-03	-1.073245141247699966e-03	-5.841390979971689858e-04	-3.171594309079900798e-04	-1.718307246733731888e-04	-9.291632604236745084e-05	-5.015882308101977325e-05	-2.703670499756026239e-05	-1.455425354742731444e-05	-7.825761757178752512e-06	-4.203655900801019358e-06	-2.256045773548264946e-06	-1.209870054289326183e-06	-6.484007218411267759e-07	-3.472966572211911029e-07	-1.859274694845671692e-07
-1.528425866280313348e+05	-2.154897015193363186e+05	-3.035579242169135832e+05	-4.271979697784340824e+05	-6.005073881897003157e+05	-8.429959308735897066e+05	-1.181549359233861091e+06	-1.653030517509613419e+06	-2.307673767190539744e+06	-3.213430251519170590e+06	-4.461391061402162537e+06	-6.172320948655233718e+06	-8.504151058760661632e+06	-1.165990693325160258e+07	-1.589498151472242735e+07	-2.152178351224931702e+07	-2.890852132215240970e+07	-3.846754894909457117e+07	-5.062714053452234715e+07	-6.578003596987316757e+07	-8.420324590436455607e+07	-1.059482531969295591e+08	-1.307101785007854402e+08	-1.576988078906956017e+08	-1.855508019664317667e+08	-2.123337480657273233e+08	-2.356891453580754697e+08	-2.531323985018827617e+08	-2.624762600923727155e+08	-2.622833424110881388e+08	-2.522157142532719374e+08	-2.331614886353780925e+08	-2.070858665312461257e+08	-1.766481186861281991e+08	-1.447021068054835200e+08	-1.138223928146022856e+08	-8.596672011790885031e+07	-6.232467466254093498e+07	-4.334180120450036973e+07	-2.886751497414428741e+07	-1.836012685802127048e+07	-1.108907555653026886e+07	-6.294913387177633122e+06	-3.291843011466336902e+06	-1.517034544572454877e+06	-5.411624367923650425e+05	-5.625407371175564913e+04	1.464257534642289102e+05	2.004040967222644540e+05	1.857406492566700035e+05	1.467571130750941229e+05	1.054185765347321867e+05	7.074735140244184004e+04	4.498494238293888338e+04	2.731489526851597475e+04	1.590606248764019074e+04	8.896909568818871776e+03	4.774373663411992311e+03	2.446051270567619667e+03	1.183092988558750221e+03	5.272421365075293807e+02	2.039602504019966034e+02	5.551102352884041835e+01	-5.294213374801311822e+00	-2.481158297375955613e+01	-2.664001454233416410e+01	-2.214995434619236647e+01	-1.639586456342759035e+01	-1.132593955141642361e+01	-7.463437979449632387e+00	-4.749750290275197351e+00	-2.942026628367157226e+00	-1.783171847042664959e+00	-1.061730907168677573e+00	-6.228901694748372186e-01	-3.609163842230292962e-01	-2.069280962834598447e-01	-1.175755777206993063e-01	-6.629012571933744213e-02	-3.712539354615859016e-02	-2.067120123841705362e-02	-1.145127965635047394e-02	-6.315495016035173152e-03	-3.469416026063348434e-03	-1.899320342502434531e-03	-1.036581210638503128e-03	-5.641838840774485121e-04	-3.063247092034435473e-04	-1.659606859083817315e-04	-8.974214135780982538e-05	-4.844530964704625911e-05	-2.611308367551567629e-05	-1.405705467543591584e-05	-7.558419980537304737e-06	-4.060051623940474076e-06	-2.178975281843736112e-06	-1.168538764636110014e-06	-6.262502121294054197e-07	-3.354323921063240504e-07	-1.795758597992503471e-07
-1.475864940512022295e+05	-2.080794521615940321e+05	-2.931195289814140415e+05	-4.125085336588476202e+05	-5.798594967048038961e+05	-8.140117164559230441e+05	-1.140927149702403462e+06	-1.596202218817048008e+06	-2.228345799168258905e+06	-3.102975492346439045e+06	-4.308054957725877874e+06	-5.960203921936653554e+06	-8.211934669411501847e+06	-1.125930940904492140e+07	-1.534896585773271509e+07	-2.078260917911900580e+07	-2.791584167952210084e+07	-3.714691349092009664e+07	-4.888947050661398470e+07	-6.352286895799857378e+07	-8.131473143833889067e+07	-1.023149074942473471e+08	-1.262291088715171814e+08	-1.522943297758075297e+08	-1.791940250577872396e+08	-2.050619791644252539e+08	-2.276203563825203180e+08	-2.444694072047639787e+08	-2.534964346773360670e+08	-2.533128754970181882e+08	-2.435920148775002956e+08	-2.251913235349757373e+08	-2.000086503478696048e+08	-1.706123173835209310e+08	-1.397586978944826424e+08	-1.099344836843118072e+08	-8.303065741310863197e+07	-6.019628940302118659e+07	-4.186180754544731975e+07	-2.788184609085047245e+07	-1.773326676649518684e+07	-1.071048802182855457e+07	-6.080013092719904147e+06	-3.179470851099059917e+06	-1.465253182242564391e+06	-5.226949073704318143e+05	-5.433893729316632380e+04	1.414232749143447145e+05	1.935601208782825270e+05	1.793981536440180207e+05	1.417460591212183062e+05	1.018191474531882996e+05	6.833178951013939513e+04	4.344901904757066222e+04	2.638228948257815136e+04	1.536298896634808261e+04	8.593147696923586409e+03	4.611365604364812498e+03	2.362537716142243426e+03	1.142699734289852813e+03	5.092410868661525569e+02	1.969967346683673668e+02	5.361586243503972327e+01	-5.113376941184807123e+00	-2.396440319428426591e+01	-2.573042568766572558e+01	-2.139367906124919116e+01	-1.583605583094418634e+01	-1.093923557794199297e+01	-7.208612550610547842e+00	-4.587578886153210966e+00	-2.841576638235228103e+00	-1.722288799158151251e+00	-1.025480107486463899e+00	-6.016227601261504576e-01	-3.485935752150399192e-01	-1.998629264969175867e-01	-1.135611809716521037e-01	-6.402677399498339639e-02	-3.585781666771073461e-02	-1.996542181187697593e-02	-1.106029714104123617e-02	-6.099864239959256439e-03	-3.350959290261393622e-03	-1.834471589466563296e-03	-1.001189075082377367e-03	-5.449208746766974519e-04	-2.958658212193327440e-04	-1.602942664236283376e-04	-8.667806244176078621e-05	-4.679123437237879730e-05	-2.522150082215208865e-05	-1.357710257858707581e-05	-7.300351722910356720e-06	-3.921428674460448689e-06	-2.104578201674218905e-06	-1.128641169499854715e-06	-6.048680564490201906e-07	-3.239796730787671803e-07	-1.734445739188130225e-07
-1.425088796574255975e+05	-2.009208515170233732e+05	-2.830356541598573094e+05	-3.983180566476634121e+05	-5.599130532701029442e+05	-7.860123065800400218e+05	-1.101685422022681683e+06	-1.541305540480230935e+06	-2.151714863943250850e+06	-2.996277044676111080e+06	-4.159935065369910095e+06	-5.755305248940386809e+06	-7.929666364292850718e+06	-1.087235576660948060e+07	-1.482155625631528534e+07	-2.006863727922882885e+07	-2.695702927827648818e+07	-3.587136583347643167e+07	-4.721117225687928498e+07	-6.134288901347817481e+07	-7.852508460270816088e+07	-9.880604581031651795e+07	-1.219017275931945741e+08	-1.470754121353460550e+08	-1.730557497996447980e+08	-1.980404462009705603e+08	-2.198295431989156306e+08	-2.361051904777741134e+08	-2.448266367497555614e+08	-2.446524185432673991e+08	-2.352666120194049776e+08	-2.174970748730835915e+08	-1.931766160180577934e+08	-1.647857521491628587e+08	-1.349867501960996389e+08	-1.061814888865110874e+08	-8.019651914729115367e+07	-5.814181469777954370e+07	-4.043322245466349274e+07	-2.693042295869702101e+07	-1.712819037759292498e+07	-1.034505891744434088e+07	-5.872583314928209409e+06	-3.071005846611592919e+06	-1.415272798405451234e+06	-5.048701446634535678e+05	-5.249096603982739180e+04	1.365942858111968380e+05	1.869537893632213527e+05	1.732759683641021256e+05	1.369090969649228500e+05	9.834478051466796023e+04	6.600016155073406117e+04	4.196646690398962528e+04	2.548209135389922449e+04	1.483878738502594388e+04	8.299941770250825357e+03	4.454022252512784689e+03	2.281926375380625359e+03	1.103710217487850741e+03	4.918656160773821284e+02	1.902752258652560613e+02	5.178657275064833954e+01	-4.938815893797600332e+00	-2.314665766674487912e+01	-2.485244184324023564e+01	-2.066368237662668150e+01	-1.529569924405187997e+01	-1.056596882733876264e+01	-6.962641854151495835e+00	-4.431042665101962541e+00	-2.744617121161303963e+00	-1.663521339477688876e+00	-9.904889654284089184e-01	-5.810943595199474787e-01	-3.366989642556079687e-01	-1.930432601050384445e-01	-1.096862780833853801e-01	-6.184207009965014823e-02	-3.463428603336655975e-02	-1.928416707096317767e-02	-1.068290062779808994e-02	-5.891726278328333379e-03	-3.236618730039962644e-03	-1.771876222823589144e-03	-9.670267571773138570e-04	-5.263272225899837077e-04	-2.857703620178963155e-04	-1.548247454662886270e-04	-8.372045509059394407e-05	-4.519463541207810513e-05	-2.436089895980457978e-05	-1.311382800107864357e-05	-7.051250897759430058e-06	-3.787622636074305023e-06	-2.032766293010295960e-06	-1.090129947596787493e-06	-5.842288940946997088e-07	-3.129249164260052327e-07	-1.675263397159559747e-07
-1.376034333539218642e+05	-1.940050050905634707e+05	-2.732937733748854371e+05	-3.846089154992894037e+05	-5.406432934075699886e+05	-7.589629501050198451e+05	-1.063775490218324820e+06	-1.488272403432577150e+06	-2.077685976223303704e+06	-2.893202728916884400e+06	-4.016848009743079077e+06	-5.557371448622361757e+06	-7.656997239735910669e+06	-1.049856815645643324e+07	-1.431210210792305693e+07	-1.937898812937599048e+07	-2.603090435827871412e+07	-3.463933884586267173e+07	-4.559018725564953685e+07	-5.923742712966826558e+07	-7.583089671689404547e+07	-9.541738978180119395e+07	-1.177227702267850786e+08	-1.420357210242349803e+08	-1.671285447662396133e+08	-1.912606696525475979e+08	-2.123073207525536418e+08	-2.280296971897658706e+08	-2.364564724866112173e+08	-2.362916119531608224e+08	-2.272295672771233916e+08	-2.100695747404675186e+08	-1.865816364443451464e+08	-1.591615019920825660e+08	-1.303806025294004381e+08	-1.025589608346773088e+08	-7.746094968808053434e+07	-5.615881988543698192e+07	-3.905435683554926515e+07	-2.601212125396743044e+07	-1.654418298006998561e+07	-9.992356777621630579e+06	-5.672379238282687962e+06	-2.966320044241258875e+06	-1.367034474105231697e+06	-4.876671707933293073e+05	-5.070802359862632875e+04	1.319330557431546622e+05	1.805772846516101563e+05	1.673668547827725124e+05	1.322405098334488866e+05	9.499137032681576966e+04	6.374971281633181206e+04	4.053553455432567716e+04	2.461323751139148226e+04	1.433283855115409096e+04	8.016945461780162077e+03	4.302157762541716693e+03	2.204122036641508657e+03	1.066078388009517539e+03	4.750952029200986431e+02	1.837877862188247207e+02	5.002099476645422982e+01	-4.770323378338626519e+00	-2.235738004805671508e+01	-2.400502566540952998e+01	-1.995910184925999786e+01	-1.477415642571904897e+01	-1.020569832956619472e+01	-6.725235307866225476e+00	-4.279956701108472927e+00	-2.651033533202258763e+00	-1.606800042699860764e+00	-9.567161440316402921e-01	-5.612807163336468452e-01	-3.252184995886980845e-01	-1.864610406591320491e-01	-1.059462914166859754e-01	-5.973343311906846587e-02	-3.345335621628432732e-02	-1.862663220991209873e-02	-1.031864427594570734e-02	-5.690835245397513065e-03	-3.126259268026883396e-03	-1.711460294870348776e-03	-9.340538988869943621e-04	-5.083809619895307942e-04	-2.760264052062766978e-04	-1.495456615494897279e-04	-8.086582529691290107e-05	-4.365362660298296446e-05	-2.353026140491942209e-05	-1.266668364716218634e-05	-6.810823226369858048e-06	-3.658475435137600646e-06	-1.963454719832249775e-06	-1.052959603141506611e-06	-5.643083426927749295e-07	-3.022550624497605609e-07	-1.618141655976597890e-07
-1.328640404601290065e+05	-1.873232940982934088e+05	-2.638817489691856317e+05	-3.713640345460780081e+05	-5.220262232196339755e+05	-7.328299790135967778e+05	-1.027150188640154665e+06	-1.437036859145197086e+06	-2.006167130662238691e+06	-2.793624524048699532e+06	-3.878616204098255374e+06	-5.366157069866568781e+06	-7.393589490776556544e+06	-1.013748400098714791e+07	-1.381997371301986277e+07	-1.871281047713228315e+07	-2.513632554090782255e+07	-3.344931675556664169e+07	-4.402452498150024563e+07	-5.720390325558681786e+07	-7.322887379435387254e+07	-9.214480647429624200e+07	-1.136871532147721946e+08	-1.371691425783767700e+08	-1.614052397333256900e+08	-1.847144715183379352e+08	-2.050446415774939656e+08	-2.202332418359112442e+08	-2.283759302282301486e+08	-2.282204808730990887e+08	-2.194713147623445392e+08	-2.029000017239127159e+08	-1.802158939536428452e+08	-1.537329111199096143e+08	-1.259348118391065747e+08	-9.906262411503326893e+07	-7.482072382019966841e+07	-5.424496908615111560e+07	-3.772358763848953694e+07	-2.512586071788095310e+07	-1.598055792922072671e+07	-9.651967110163332894e+06	-5.479165694984272122e+06	-2.865290542913358659e+06	-1.320481624128346797e+06	-4.710658447225294076e+05	-4.898806542184408318e+04	1.274340748270898621e+05	1.744230937965141493e+05	1.616638573072399886e+05	1.277348048734268377e+05	9.175497246047150111e+04	6.157779667263692681e+04	3.915453934059002495e+04	2.377470633148789784e+04	1.384454758615351602e+04	7.743826045641999372e+03	4.155593588537242795e+03	2.129033228226031497e+03	1.029760004767562350e+03	4.589101324728602549e+02	1.775267899463634365e+02	4.831705376070596003e+01	-4.607700550561759201e+00	-2.159564187034548510e+01	-2.318718049987851870e+01	-1.927910887402342155e+01	-1.427081404881493754e+01	-9.858000419452716656e+00	-6.496113733258698453e+00	-4.134143325641242761e+00	-2.560715825795468970e+00	-1.552058208204480705e+00	-9.241219286597810445e-01	-5.421585310227428067e-01	-3.141386809394204338e-01	-1.801085278967957393e-01	-1.023368229876182728e-01	-5.769838342997326425e-02	-3.231363851693767886e-02	-1.799204400833272904e-02	-9.967099742206752752e-03	-5.496954905393689784e-03	-3.019751128051184445e-03	-1.653152760024159673e-03	-9.022317260465428489e-04	-4.910609891059919668e-04	-2.666224924473277577e-04	-1.444508067694455619e-04	-7.811081617656885753e-05	-4.216639580482118535e-05	-2.272861137387309364e-05	-1.223514369979103325e-05	-6.578785979029036794e-06	-3.533835201619956596e-06	-1.896561975515369786e-06	-1.017086425832699415e-06	-5.450829767564448418e-07	-2.919575639797252402e-07	-1.563013343559319382e-07
-1.282847727291090850e+05	-1.808673628296551178e+05	-2.547878142367168912e+05	-3.585668607471183059e+05	-5.040385844040655065e+05	-7.075807594424886629e+05	-9.917638035593364621e+05	-1.387534994291297626e+06	-1.937069169357736595e+06	-2.697418384052447975e+06	-3.745067596161258407e+06	-5.181424343300813809e+06	-7.139115935127126984e+06	-9.788655347579659894e+06	-1.334456140210011974e+07	-1.806928033244709671e+07	-2.427218828021341562e+07	-3.229983311809372157e+07	-4.251226029388264567e+07	-5.523982294639361650e+07	-7.071583234487169981e+07	-8.898430322306300700e+07	-1.097899676777464896e+08	-1.324697757362876385e+08	-1.558789173663100302e+08	-1.783939661028696299e+08	-1.980327858951339722e+08	-2.127064942517705560e+08	-2.205753701615877151e+08	-2.204294252134247422e+08	-2.119826517984474599e+08	-1.959798725543813705e+08	-1.740718730754848719e+08	-1.484935829254464209e+08	-1.216441483738185018e+08	-9.568837176380942762e+07	-7.227274397857913375e+07	-5.239801922290740162e+07	-3.643935650065075606e+07	-2.427060425947670639e+07	-1.543665608110610396e+07	-9.323492057324225083e+06	-5.292716973917180672e+06	-2.767799395231079776e+06	-1.275559951992504299e+06	-4.550468467097671819e+05	-4.732913771958906727e+04	1.230920488060775097e+05	1.684840020451280579e+05	1.561602975571358984e+05	1.233867085788252589e+05	8.863180017934368516e+04	5.948187237006354553e+04	3.782186595533717627e+04	2.296551709554815898e+04	1.337334343515523869e+04	7.480264123062791441e+03	4.014158336959525514e+03	2.056572143102200243e+03	9.947125993246588678e+02	4.432914799058433459e+02	1.714849169956735011e+02	4.667275830393894154e+01	-4.450756403338763434e+00	-2.086055177011098394e+01	-2.239794955678248201e+01	-1.862290799862498858e+01	-1.378508332925692947e+01	-9.522468386677369168e+00	-6.275009124932908300e+00	-3.993431980905221668e+00	-2.473558354869739517e+00	-1.499231804966398185e+00	-8.926681942042885565e-01	-5.237054365788056387e-01	-3.034465483647803552e-01	-1.739782913495552252e-01	-9.885365083538165398e-02	-5.573454065224919818e-02	-3.121379981621355201e-02	-1.737966019261182396e-02	-9.627855826933713612e-03	-5.309858477406914114e-03	-2.916969727959093771e-03	-1.596885416144834015e-03	-8.715230163378987231e-04	-4.743470447981696400e-04	-2.575476239957485785e-04	-1.395342216780919486e-04	-7.545220519605317809e-05	-4.073120340347409740e-05	-2.195501117619498164e-05	-1.181870338631842279e-05	-6.354867741503615832e-06	-3.413556143666487094e-06	-1.832009815508595132e-06	-9.824684547499642809e-07	-5.265303083371072507e-07	-2.820203760100169794e-07	-1.509813976196114612e-07
-1.238598794341529865e+05	-1.746291061034105369e+05	-2.460005557889309130e+05	-3.462013389317851397e+05	-4.866578195503834868e+05	-6.831836431204830296e+05	-9.575720053523267852e+05	-1.339704836271246430e+06	-1.870305650603323476e+06	-2.604464056170631666e+06	-3.616035417437077500e+06	-5.002942837032107636e+06	-6.893259542890297249e+06	-9.451648230086393654e+06	-1.288527467501631752e+07	-1.744759981721807644e+07	-2.343742334020001441e+07	-3.118946882437833771e+07	-4.105153085995678604e+07	-5.334277409081374109e+07	-6.828869528462064266e+07	-8.593202262222336233e+07	-1.060264734114112109e+08	-1.279319252248910069e+08	-1.505429052470318079e+08	-1.722915512200145125e+08	-1.912633522172152102e+08	-2.054404699094417393e+08	-2.130455146481050253e+08	-2.129092103524946570e+08	-2.047547303109377623e+08	-1.893010344251246750e+08	-1.681423539392407835e+08	-1.434373745192801952e+08	-1.175035913243982345e+08	-9.243226191515973210e+07	-6.981403776698593795e+07	-5.061581825320913643e+07	-3.520016853407414258e+07	-2.344535715837631002e+07	-1.491184529090784863e+07	-9.006550095761887729e+06	-5.112816651966481470e+06	-2.673733520267263055e+06	-1.232217410451625707e+06	-4.395916647972848150e+05	-4.572937669451721740e+04	1.189018946098425949e+05	1.627530871283537708e+05	1.508497691713539534e+05	1.191911627252747421e+05	8.561822153512503428e+04	5.745950310087258549e+04	3.653596520905409852e+04	2.218472924259308274e+04	1.291867843228729544e+04	7.225953379407144894e+03	3.877687636354766710e+03	1.986654572165255786e+03	9.608954436578793548e+02	4.282210961193103458e+02	1.656551474999083098e+02	4.508619875960157231e+01	-4.299307611009534291e+00	-2.015125480328822505e+01	-2.163641517832537176e+01	-1.798973631555692521e+01	-1.331639957623010240e+01	-9.198712165188728918e+00	-6.061664445975527116e+00	-3.857659089640163685e+00	-2.389459800204006612e+00	-1.448259422680777009e+00	-8.623183759842298901e-01	-5.058999814572404663e-01	-2.931296723616115818e-01	-1.680632046712897398e-01	-9.549272579970989605e-02	-5.383962183197311263e-02	-3.015256155782161315e-02	-1.678876886931625345e-02	-9.300518160224891320e-03	-5.129328462277931919e-03	-2.817795584513532736e-03	-1.542592852471535818e-03	-8.418920708753325219e-04	-4.582196990876109322e-04	-2.487912503010357543e-04	-1.347901907336943299e-04	-7.288690171242962477e-05	-3.934638098295305665e-05	-2.120856149873059937e-05	-1.141687859315040560e-05	-6.138808207838782222e-06	-3.297498436298269548e-06	-1.769723197601362632e-06	-9.490654463200914861e-07	-5.086287698566320048e-07	-2.724319465037538697e-07	-1.458481709315306294e-07
-1.195837784939376870e+05	-1.686006567798411124e+05	-2.375088960032810865e+05	-3.342518871640680591e+05	-4.698620376141107408e+05	-6.596079190692569828e+05	-9.245317810752508231e+05	-1.293486259316677460e+06	-1.805792718503933633e+06	-2.514644900459369179e+06	-3.491357934451325331e+06	-4.830489115287035704e+06	-6.655712970637210645e+06	-9.126042036887222901e+06	-1.244154135013974458e+07	-1.684699602956990153e+07	-2.263099529400994629e+07	-3.011685014058345184e+07	-3.964053462889635563e+07	-5.151042370733032376e+07	-6.594448794439046085e+07	-8.298423765157142282e+07	-1.023920930723908395e+08	-1.235500947978511602e+08	-1.453907682286188900e+08	-1.663998998093789816e+08	-1.847282484486191273e+08	-1.984265207957991958e+08	-2.057774392011770904e+08	-2.056509585343151689e+08	-1.977790489248563051e+08	-1.828556579973890781e+08	-1.624204063092695475e+08	-1.385583918271374702e+08	-1.135083249396435916e+08	-8.929051483444140851e+07	-6.744175577407829463e+07	-4.889630362028818578e+07	-3.400459126869267225e+07	-2.264916637199978530e+07	-1.440551997840614431e+07	-8.700775777402589098e+06	-4.939257448771498166e+06	-2.582984628739106469e+06	-1.190404167795806890e+06	-4.246825834387190407e+05	-4.418700808017551026e+04	1.148587363948516722e+05	1.572237142532876169e+05	1.457261332789339067e+05	1.151433208339858102e+05	8.271075684505332902e+04	5.550835431378398061e+04	3.529535296166175976e+04	2.143144172172897743e+04	1.248002792411462360e+04	6.980600373763199059e+03	3.746024024500883570e+03	1.919199846476150697e+03	9.282695222351920847e+02	4.136815953155883108e+02	1.600307569817580031e+02	4.355554598991383131e+01	-4.153178391649371193e+00	-1.946693185010670746e+01	-2.090169820323391292e+01	-1.737886293465770748e+01	-1.286422180211768129e+01	-8.886358063886149239e+00	-5.855833450535243401e+00	-3.726667942229576092e+00	-2.308323095509178913e+00	-1.399082229387899057e+00	-8.330374445161128349e-01	-4.887216147755460427e-01	-2.831761452900930509e-01	-1.623564407209305283e-01	-9.225016872683780567e-02	-5.201143986608788850e-02	-2.912869886602371255e-02	-1.621868803394123024e-02	-8.984708929779225070e-03	-4.955156492504653003e-03	-2.722114230938937549e-03	-1.490212404482350915e-03	-8.133046895690504517e-04	-4.426603377494962247e-04	-2.403432647269040663e-04	-1.302132383563351660e-04	-7.041194484034535403e-05	-3.801033017394417172e-05	-2.048840078497699796e-05	-1.102920553163082699e-05	-5.930358000705140645e-06	-3.185528124910132020e-06	-1.709630230131898995e-06	-9.168388465421640237e-07	-4.913576992220039920e-07	-2.631812084201485576e-07	-1.408957294801555447e-07
-1.154510476086034032e+05	-1.627743732902661723e+05	-2.293020754992603615e+05	-3.227033721507338923e+05	-4.536299794609196833e+05	-6.368237654157588258e+05	-8.926013672164308373e+05	-1.248820890879157465e+06	-1.743448973045818741e+06	-2.427847710065219551e+06	-3.370878201146289241e+06	-4.663846398887140676e+06	-6.426178098393110558e+06	-8.811428883530775085e+06	-1.201280672072374262e+07	-1.626671991936512478e+07	-2.185190104047882929e+07	-2.908064677450002730e+07	-3.827752734642387182e+07	-4.974051480032919347e+07	-6.368033416559544951e+07	-8.013734692927661538e+07	-9.888240654028804600e+07	-1.193189807139257044e+08	-1.404163011071417332e+08	-1.607119519564951956e+08	-1.784196834855122864e+08	-1.916563268737590313e+08	-1.987625641203951836e+08	-1.986461409726062715e+08	-1.910474457869978547e+08	-1.766362311149394810e+08	-1.568993842807081342e+08	-1.338509852742853463e+08	-1.096537351396479756e+08	-8.625951035434778035e+07	-6.515316970102985203e+07	-4.723750093466125429e+07	-3.285125375813635439e+07	-2.188111995266059041e+07	-1.391710076413383707e+07	-8.405819513423504308e+06	-4.771841106196125969e+06	-2.495449161254791077e+06	-1.150072580276757712e+06	-4.103026743959618034e+05	-4.270034700849555520e+04	1.109579020842232712e+05	1.518895318330753071e+05	1.407835146679491445e+05	1.112385451925538073e+05	7.990607657171721803e+04	5.362619229949764849e+04	3.409860922662136727e+04	2.070479244969848514e+04	1.205688995432478441e+04	6.743924362784866389e+03	3.619016854001083630e+03	1.854130788926500600e+03	8.967975086490897638e+02	3.996563446077144590e+02	1.546053123469706634e+02	4.207905027792153163e+01	-4.012200388199827827e+00	-1.880679911453318809e+01	-2.019295743318937397e+01	-1.678958854058702244e+01	-1.242803239532956461e+01	-8.585048540766482716e+00	-5.657280535050730919e+00	-3.600308602044187900e+00	-2.230055369805411747e+00	-1.351643935944597086e+00	-8.047918843603822925e-01	-4.721506739032462208e-01	-2.735745741830498123e-01	-1.568514674396739583e-01	-8.912226812690514366e-02	-5.024790218159150279e-02	-2.814103980590377044e-02	-1.566876515902140138e-02	-8.680066652715390588e-03	-4.787143206395156822e-03	-2.629816147785675289e-03	-1.439684116045426409e-03	-7.857281504682623848e-04	-4.276511510694235474e-04	-2.321939974466648185e-04	-1.257981256205032751e-04	-6.802450166354883461e-05	-3.672152168832502916e-05	-1.979370471466139028e-05	-1.065524045788845770e-05	-5.729278520760596987e-06	-3.077517044353868517e-06	-1.651662128560051036e-06	-8.857517676983499763e-07	-4.746973273439865126e-07	-2.542575730292104463e-07	-1.361184045205589851e-07
